,Date,Open,High,Low,Close,RollingHigh,RollingLow,BuySignal,SellSignal,Volume
32,2000-02-17,140.4375,140.4375,138.21875,138.28125,144.4375,135.875,,,7584200
33,2000-02-18,138.875,138.875,134.625,135.3125,144.3125,135.3125,,135.3125,9409200
34,2000-02-22,135.1875,136.34375,133.53125,134.96875,144.3125,134.96875,,,16415400
35,2000-02-23,135.625,137.46875,134.5,136.5625,144.3125,134.96875,,,12119000
36,2000-02-24,136.6875,137.03125,133.09375,133.8125,144.3125,133.8125,,,17375000
37,2000-02-25,135.1875,136.71875,133.125,133.328125,144.3125,133.328125,,,10559900
38,2000-02-28,133.375,136.6875,132.71875,136.125,144.3125,133.328125,,,13397800
39,2000-02-29,136.0625,137.4375,135.75,137.4375,144.3125,133.328125,,,8242500
40,2000-03-01,137.625,139.0,137.21875,138.4375,144.3125,133.328125,,,6868000
41,2000-03-02,138.6875,139.125,137.34375,138.53125,144.3125,133.328125,,,7600200
42,2000-03-03,140.4375,141.71875,139.71875,141.125,144.3125,133.328125,,,12770300
43,2000-03-06,140.8125,141.34375,138.75,139.75,144.3125,133.328125,,,11967100
44,2000-03-07,140.0,140.15625,135.21875,137.046875,144.3125,133.328125,,,20062000
45,2000-03-08,136.46875,137.84375,135.03125,136.875,141.5625,133.328125,,,11808500
46,2000-03-09,137.25,140.875,136.125,140.875,141.5625,133.328125,,,5500900
47,2000-03-10,140.1875,142.0,139.53125,140.125,141.125,133.328125,,,7924600
48,2000-03-13,136.6875,140.46875,135.6875,138.59375,141.125,133.328125,,,10540500
49,2000-03-14,139.28125,140.09375,136.15625,136.625,141.125,133.328125,,,8263900
50,2000-03-15,136.875,140.4375,136.0625,139.8125,141.125,133.328125,,,10300800
51,2000-03-16,141.625,146.84375,140.875,146.34375,146.34375,133.328125,146.34375,,25601400
52,2000-03-17,145.8125,148.0,145.4375,146.9375,146.9375,133.328125,,,10272900
53,2000-03-20,146.875,147.34375,144.78125,146.1875,146.9375,133.328125,,,12502300
54,2000-03-21,145.53125,149.75,144.5,149.1875,149.1875,133.328125,,,13612600
55,2000-03-22,149.5625,150.84375,148.6875,150.09375,150.09375,133.328125,,,8260000
56,2000-03-23,149.15625,153.46875,149.15625,152.65625,152.65625,133.328125,,,11654500
57,2000-03-24,152.875,155.75,151.71875,153.5625,153.5625,136.125,,,11462900
58,2000-03-27,153.375,153.78125,151.8125,151.9375,153.5625,136.625,,,8798600
59,2000-03-28,151.25,152.984375,150.59375,151.0625,153.5625,136.625,,,6334400
60,2000-03-29,151.5625,152.484375,149.65625,151.21875,153.5625,136.625,,,6747500
61,2000-03-30,150.15625,151.921875,147.125,148.6875,153.5625,136.625,,,9491900
62,2000-03-31,149.625,152.3125,148.4375,150.375,153.5625,136.625,,,9249100
63,2000-04-03,150.125,151.25,148.6875,151.25,153.5625,136.625,,,8508200
64,2000-04-04,151.75,153.0,141.390625,150.125,153.5625,136.625,,,19585500
65,2000-04-05,147.875,150.8125,147.625,149.1875,153.5625,136.625,,,8387200
66,2000-04-06,150.25,151.6875,149.0,150.484375,153.5625,136.625,,,6378500
67,2000-04-07,151.5625,152.125,150.5,151.4375,153.5625,136.625,,,6023600
68,2000-04-10,151.75,153.109375,150.3125,150.84375,153.5625,136.625,,,9624200
69,2000-04-11,150.0,151.625,148.375,150.40625,153.5625,139.8125,,,9006400
70,2000-04-12,150.375,151.15625,146.15625,146.28125,153.5625,146.1875,,,10779200
71,2000-04-13,147.46875,148.15625,143.78125,144.25,153.5625,144.25,,144.25,12225800
72,2000-04-14,142.625,142.8125,133.5,136.0,153.5625,136.0,,,29604000
73,2000-04-17,135.1875,140.75,134.6875,140.75,153.5625,136.0,,,23918200
74,2000-04-18,140.5625,144.46875,139.78125,144.46875,153.5625,136.0,,,11069200
75,2000-04-19,144.5,145.125,142.53125,143.125,153.5625,136.0,,,6553700
76,2000-04-20,143.5625,143.9375,142.375,143.8125,153.5625,136.0,,,8537600
77,2000-04-24,141.5,143.3125,140.5,142.25,151.9375,136.0,,,12893100
78,2000-04-25,144.625,148.15625,144.4375,148.15625,151.4375,136.0,,,14102000
79,2000-04-26,147.96875,148.75,146.0,146.484375,151.4375,136.0,,,7711100
80,2000-04-27,143.0,147.34375,143.0,146.0,151.4375,136.0,,,15595300
81,2000-04-28,147.0,147.859375,145.0625,145.09375,151.4375,136.0,,,8743400
82,2000-05-01,146.5625,148.484375,145.84375,147.0625,151.4375,136.0,,,7328300
83,2000-05-02,145.5,147.125,144.125,144.125,151.4375,136.0,,,9411900
84,2000-05-03,144.0,144.0,139.78125,140.75,151.4375,136.0,,,12630700
85,2000-05-04,142.0,142.359375,140.75,141.8125,151.4375,136.0,,,5963600
86,2000-05-05,141.0625,144.0,140.9375,143.53125,151.4375,136.0,,,7862400
87,2000-05-08,142.75,143.375,141.84375,142.453125,150.84375,136.0,,,5064100
88,2000-05-09,143.0625,143.40625,140.265625,141.3125,150.40625,136.0,,,5620300
89,2000-05-10,140.5,140.96875,137.75,138.125,148.15625,136.0,,,10293900
90,2000-05-11,140.125,141.5,139.125,141.28125,148.15625,136.0,,,7091100
91,2000-05-12,141.8125,143.46875,141.625,142.8125,148.15625,136.0,,,5960800
92,2000-05-15,142.75,145.609375,142.0,145.28125,148.15625,138.125,,,4441300
93,2000-05-16,146.5625,147.71875,145.3125,146.6875,148.15625,138.125,,,8192200
94,2000-05-17,145.6875,146.1875,144.46875,145.15625,148.15625,138.125,,,5907200
95,2000-05-18,145.625,146.3125,143.375,143.375,148.15625,138.125,,,4325600
96,2000-05-19,142.5625,143.234375,140.40625,141.125,148.15625,138.125,,,6518400
97,2000-05-22,141.25,141.46875,137.0,140.0625,148.15625,138.125,,,10839400
98,2000-05-23,140.4375,140.8125,137.5625,138.0,147.0625,138.0,,,7979200
99,2000-05-24,138.0,140.6875,136.5,140.25,147.0625,138.0,,,11081500
100,2000-05-25,140.6875,141.8125,137.71875,137.84375,147.0625,137.84375,,,8278900
101,2000-05-26,138.8125,139.6875,137.328125,138.0,147.0625,137.84375,,,4814000
102,2000-05-30,140.0,142.9375,139.46875,142.5,146.6875,137.84375,,,5362700
103,2000-05-31,142.5625,144.0,142.09375,142.8125,146.6875,137.84375,,,6056500
104,2000-06-01,143.6875,145.4375,143.0,145.3125,146.6875,137.84375,,,8961600
105,2000-06-02,148.9375,149.09375,147.484375,147.84375,147.84375,137.84375,147.84375,,8962200
106,2000-06-05,147.46875,148.21875,146.875,147.125,147.84375,137.84375,,,6998100
107,2000-06-06,146.625,147.78125,145.90625,146.46875,147.84375,137.84375,,,4858900
108,2000-06-07,146.625,148.0,146.0,147.484375,147.84375,137.84375,,,4919500
109,2000-06-08,147.5,147.75,146.0625,146.90625,147.84375,137.84375,,,5723100
110,2000-06-09,147.5,147.96875,145.625,146.59375,147.84375,137.84375,,,3085300
111,2000-06-12,146.96875,146.96875,144.875,144.875,147.84375,137.84375,,,3678900
112,2000-06-13,144.8125,147.75,144.625,147.59375,147.84375,137.84375,,,6558700
113,2000-06-14,148.25,148.875,147.1875,147.84375,147.84375,137.84375,,,6420500
114,2000-06-15,148.125,148.75,146.84375,148.15625,148.15625,137.84375,,,5881200
115,2000-06-16,148.3125,148.3125,145.875,146.59375,148.15625,137.84375,,,5567900
116,2000-06-19,146.46875,149.15625,146.25,148.46875,148.46875,137.84375,,,5106900
117,2000-06-20,148.1875,148.875,147.0,147.9375,148.46875,137.84375,,,6480000
118,2000-06-21,146.9375,148.4375,146.890625,147.875,148.46875,137.84375,,,3115000
119,2000-06-22,147.5625,147.6875,145.0,145.625,148.46875,137.84375,,,7490500
120,2000-06-23,145.8125,146.125,143.875,144.375,148.46875,138.0,,,4863300
121,2000-06-26,145.375,146.25,144.875,146.234375,148.46875,142.5,,,5201300
122,2000-06-27,145.984375,146.71875,145.015625,145.15625,148.46875,142.8125,,,4159500
123,2000-06-28,145.625,146.984375,145.3125,145.5625,148.46875,144.375,,,5347700
124,2000-06-29,144.75,145.75,143.515625,144.1875,148.46875,144.1875,,144.1875,6345700
125,2000-06-30,143.9375,145.59375,143.890625,145.28125,148.46875,144.1875,,,7420200
126,2000-07-03,145.4375,147.4375,145.1875,147.28125,148.46875,144.1875,,,1436600
127,2000-07-05,146.375,146.65625,144.375,144.625,148.46875,144.1875,,,2748200
128,2000-07-06,144.9375,146.46875,144.21875,145.75,148.46875,144.1875,,,5963200
129,2000-07-07,146.6875,148.78125,146.25,148.09375,148.46875,144.1875,,,3034800
130,2000-07-10,147.875,148.90625,147.53125,147.84375,148.46875,144.1875,,,2816100
131,2000-07-11,147.46875,149.125,147.15625,148.15625,148.46875,144.1875,,,5431600
132,2000-07-12,149.28125,150.125,148.6875,149.125,149.125,144.1875,149.125,,5883000
133,2000-07-13,149.984375,150.375,149.1875,149.78125,149.78125,144.1875,,,5356000
134,2000-07-14,150.4375,151.25,149.671875,151.25,151.25,144.1875,,,5341900
135,2000-07-17,150.984375,151.984375,150.6875,151.0,151.25,144.1875,,,4208300
136,2000-07-18,150.625,150.625,149.34375,149.765625,151.25,144.1875,,,4262100
137,2000-07-19,149.46875,149.90625,148.25,148.5625,151.25,144.1875,,,8506800
138,2000-07-20,149.0,150.625,148.8125,150.625,151.25,144.1875,,,4538900
139,2000-07-21,149.75,149.75,147.6875,147.6875,151.25,144.1875,,,5656900
140,2000-07-24,148.125,148.859375,146.5625,146.84375,151.25,144.1875,,,5628500
141,2000-07-25,147.75,147.84375,146.78125,147.3125,151.25,144.1875,,,4757100
142,2000-07-26,146.96875,147.15625,145.640625,145.875,151.25,144.1875,,,12062500
143,2000-07-27,145.9375,146.625,144.6875,145.375,151.25,144.1875,,,7652600
144,2000-07-28,145.71875,145.90625,141.515625,142.09375,151.25,142.09375,,142.09375,6229500
145,2000-07-31,142.9375,144.125,142.0625,143.0,151.25,142.09375,,,5265500
146,2000-08-01,143.625,144.71875,143.125,143.875,151.25,142.09375,,,3946600
147,2000-08-02,143.875,145.40625,143.625,144.59375,151.25,142.09375,,,7439800
148,2000-08-03,142.875,145.8125,142.625,145.59375,151.25,142.09375,,,4607100
149,2000-08-04,146.3125,146.71875,145.40625,146.375,151.25,142.09375,,,3686600
150,2000-08-07,146.71875,148.4375,146.375,148.125,151.25,142.09375,,,4159800
151,2000-08-08,147.5,148.8125,147.5,148.6875,151.25,142.09375,,,3658700
152,2000-08-09,149.140625,149.21875,147.375,147.4375,151.25,142.09375,,,5383800
153,2000-08-10,147.53125,147.859375,146.28125,146.71875,151.25,142.09375,,,4193400
154,2000-08-11,146.625,148.0,145.5625,147.40625,151.0,142.09375,,,5089400
155,2000-08-14,147.78125,149.5625,147.0625,149.28125,150.625,142.09375,,,2966700
156,2000-08-15,149.34375,149.8125,148.5625,149.15625,150.625,142.09375,,,5564600
157,2000-08-16,149.3125,149.9375,147.84375,148.625,150.625,142.09375,,,5191600
158,2000-08-17,148.6875,150.4375,148.34375,150.1875,150.1875,142.09375,150.1875,,5652200
159,2000-08-18,150.375,150.375,149.21875,149.6875,150.1875,142.09375,,,4626400
160,2000-08-21,150.03125,150.71875,149.40625,150.5,150.5,142.09375,,,2380600
161,2000-08-22,150.5625,151.3125,150.09375,150.25,150.5,142.09375,,,3075300
162,2000-08-23,149.8125,151.28125,149.28125,150.84375,150.84375,142.09375,,,5483200
163,2000-08-24,151.15625,151.5,150.5,151.3125,151.3125,142.09375,,,4529000
164,2000-08-25,151.15625,151.625,150.9375,151.25,151.3125,143.0,,,2822200
165,2000-08-28,151.25,152.90625,151.25,151.765625,151.765625,143.875,,,5518700
166,2000-08-29,151.4375,151.875,150.90625,151.796875,151.796875,144.59375,,,3561900
167,2000-08-30,151.3125,151.5,150.34375,150.34375,151.796875,145.59375,,,3964800
168,2000-08-31,151.0625,153.09375,150.90625,152.34375,152.34375,146.375,,,4863100
169,2000-09-01,153.25,153.59375,152.0,152.5,152.5,146.71875,,,3191200
170,2000-09-05,151.875,152.203125,150.8125,151.28125,152.5,146.71875,,,3470800
171,2000-09-06,151.1875,151.953125,149.53125,149.5625,152.5,146.71875,,,4322200
172,2000-09-07,150.25,151.078125,149.828125,150.84375,152.5,146.71875,,,4265500
173,2000-09-08,150.28125,150.5,149.328125,149.8125,152.5,147.40625,,,3518200
174,2000-09-11,149.75,151.1875,148.6875,149.59375,152.5,148.625,,,3937500
175,2000-09-12,149.75,150.25,148.4375,148.5,152.5,148.5,,148.5,4769100
176,2000-09-13,148.0,149.34375,147.65625,148.890625,152.5,148.5,,,7691600
177,2000-09-14,149.875,149.9375,148.15625,149.640625,152.5,148.5,,,3397100
178,2000-09-15,148.1875,148.25,146.0,146.0,152.5,146.0,,,4085700
179,2000-09-18,146.375,146.96875,144.203125,144.65625,152.5,144.65625,,,5109300
180,2000-09-19,145.125,146.3125,144.703125,145.96875,152.5,144.65625,,,6588200
181,2000-09-20,145.6875,146.03125,143.15625,144.890625,152.5,144.65625,,,6508100
182,2000-09-21,144.46875,145.5625,142.625,142.6875,152.5,142.6875,,,5972300
183,2000-09-22,142.625,145.3125,142.421875,145.28125,152.5,142.6875,,,7791300
184,2000-09-25,145.9375,146.0625,143.71875,144.25,152.5,142.6875,,,9726300
185,2000-09-26,144.375,145.0,142.40625,142.40625,152.5,142.40625,,,5302400
186,2000-09-27,143.5625,143.96875,142.125,143.15625,152.5,142.40625,,,7186200
187,2000-09-28,143.1875,146.328125,142.890625,145.0,152.5,142.40625,,,7036400
188,2000-09-29,145.46875,145.96875,143.625,143.625,152.5,142.40625,,,9333600
189,2000-10-02,144.28125,144.90625,143.140625,143.84375,151.28125,142.40625,,,5517800
190,2000-10-03,144.53125,145.75,142.28125,142.5,150.84375,142.40625,,,9347200
191,2000-10-04,142.875,144.25,141.75,143.6875,150.84375,142.40625,,,6148900
192,2000-10-05,143.40625,144.84375,143.3125,144.1875,149.8125,142.40625,,,4566900
193,2000-10-06,143.875,144.640625,139.75,141.0625,149.640625,141.0625,,,10014900
194,2000-10-09,141.3125,141.3125,139.375,140.0,149.640625,140.0,,,4508000
195,2000-10-10,140.09375,141.25,137.6875,137.6875,149.640625,137.6875,,,6104700
196,2000-10-11,137.625,138.625,135.125,136.53125,149.640625,136.53125,,,10346000
197,2000-10-12,137.28125,137.59375,132.78125,133.125,146.0,133.125,,,12336900
198,2000-10-13,132.9375,137.65625,132.875,137.5625,145.96875,133.125,,,11778800
199,2000-10-16,137.40625,138.234375,136.6875,138.1875,145.96875,133.125,,,5659000
200,2000-10-17,138.4375,138.5625,134.40625,134.75,145.28125,133.125,,,7831700
201,2000-10-18,132.625,136.125,130.15625,134.25,145.28125,133.125,,,10897300
202,2000-10-19,136.84375,139.453125,136.4375,139.3125,145.28125,133.125,,,8767300
203,2000-10-20,138.375,141.1875,138.375,139.90625,145.0,133.125,,,7373500
204,2000-10-23,139.9375,141.03125,138.9375,140.53125,145.0,133.125,,,5290000
205,2000-10-24,140.96875,141.9375,139.0,139.59375,145.0,133.125,,,5750700
206,2000-10-25,138.75,139.5625,136.125,136.3125,145.0,133.125,,,9137600
207,2000-10-26,137.125,137.65625,134.03125,136.6875,144.1875,133.125,,,9345800
208,2000-10-27,137.875,139.28125,136.625,139.28125,144.1875,133.125,,,9762900
209,2000-10-30,138.4375,141.09375,138.15625,140.53125,144.1875,133.125,,,10154100
210,2000-10-31,141.015625,143.6875,140.0625,142.953125,144.1875,133.125,,,7752400
211,2000-11-01,142.25,143.25,141.21875,142.46875,144.1875,133.125,,,6753600
212,2000-11-02,143.15625,143.90625,142.515625,142.703125,142.953125,133.125,,,11395100
213,2000-11-03,143.46875,143.75,142.375,142.78125,142.953125,133.125,,,5187100
214,2000-11-06,143.15625,144.296875,143.03125,143.78125,143.78125,133.125,143.78125,,4042500
215,2000-11-07,143.140625,144.0,142.5625,143.75,143.78125,133.125,,,5231300
216,2000-11-08,144.0625,144.0625,140.5625,140.5625,143.78125,133.125,,,6123300
217,2000-11-09,140.0,141.21875,137.25,140.03125,143.78125,134.25,,,10635300
218,2000-11-10,139.0,139.46875,136.53125,136.625,143.78125,134.25,,,8569500
219,2000-11-13,135.625,136.984375,133.015625,135.5625,143.78125,134.25,,,17285300
220,2000-11-14,137.46875,139.625,137.0,139.125,143.78125,134.25,,,7668900
221,2000-11-15,139.0625,140.109375,137.75,139.5625,143.78125,135.5625,,,8837700
222,2000-11-16,138.578125,139.875,137.3125,137.375,143.78125,135.5625,,,6684100
223,2000-11-17,137.3125,139.0,135.75,136.640625,143.78125,135.5625,,,6551100
224,2000-11-20,135.75,136.375,134.3125,134.6875,143.78125,134.6875,,134.6875,5458500
225,2000-11-21,134.875,136.1875,133.515625,135.375,143.78125,134.6875,,,7684300
226,2000-11-22,134.34375,134.875,132.125,132.140625,143.78125,132.140625,,,5736900
227,2000-11-24,133.625,134.96875,133.625,134.84375,143.78125,132.140625,,,3411600
228,2000-11-27,136.46875,136.6875,135.3125,136.03125,143.78125,132.140625,,,5992000
229,2000-11-28,135.125,136.59375,133.640625,133.6875,143.78125,132.140625,,,5336100
230,2000-11-29,134.375,135.90625,133.265625,133.4375,143.78125,132.140625,,,6914100
231,2000-11-30,132.5,133.5,129.75,132.28125,143.78125,132.140625,,,11201600
232,2000-12-01,133.1875,134.0625,131.0,132.21875,143.78125,132.140625,,,7587200
233,2000-12-04,131.875,133.875,131.5,133.34375,143.78125,132.140625,,,6996600
234,2000-12-05,134.875,138.25,134.40625,137.71875,143.75,132.140625,,,8883400
235,2000-12-06,137.78125,138.34375,135.03125,135.515625,140.5625,132.140625,,,12888000
236,2000-12-07,134.875,135.875,133.65625,133.65625,140.03125,132.140625,,,6529100
237,2000-12-08,137.0625,139.46875,133.875,133.96875,139.5625,132.140625,,,10276300
238,2000-12-11,137.375,139.5625,136.71875,138.625,139.5625,132.140625,,,6405600
239,2000-12-12,138.1875,138.8125,137.375,138.03125,139.5625,132.140625,,,5022900
240,2000-12-13,139.25,139.40625,136.03125,136.140625,139.5625,132.140625,,,6070500
241,2000-12-14,135.875,136.5,134.03125,134.40625,138.625,132.140625,,,7678400
242,2000-12-15,133.125,133.125,130.5625,130.96875,138.625,130.96875,,,9065300
243,2000-12-18,132.0625,133.46875,131.765625,132.71875,138.625,130.96875,,,7235400
244,2000-12-19,132.46875,134.96875,130.015625,130.015625,138.625,130.015625,,,9616600
245,2000-12-20,128.625,128.9375,126.09375,126.25,138.625,126.25,,,9994300
246,2000-12-21,126.0,128.859375,125.53125,127.125,138.625,126.25,,,14331500
247,2000-12-22,129.0,131.109375,128.84375,130.9375,138.625,126.25,,,10182900
248,2000-12-26,130.84375,132.34375,130.28125,132.34375,138.625,126.25,,,4665300
249,2000-12-27,131.75,133.734375,131.25,133.3125,138.625,126.25,,,4854100
250,2000-12-28,132.8125,133.875,132.59375,133.71875,138.625,126.25,,,8358700
251,2000-12-29,134.0625,134.28125,131.1875,131.1875,138.625,126.25,,,8774600
252,2001-01-02,132.0,132.15625,127.5625,128.8125,138.625,126.25,,,8737500
253,2001-01-03,128.3125,136.0,127.65625,135.0,138.625,126.25,,,19431600
254,2001-01-04,134.9375,135.46875,133.0,133.546875,138.625,126.25,,,9219000
255,2001-01-05,133.46875,133.625,129.1875,129.1875,138.625,126.25,,,12911400
256,2001-01-08,129.875,130.1875,127.6875,130.1875,138.625,126.25,,,6625300
257,2001-01-09,131.046875,131.5,129.421875,129.84375,138.625,126.25,,,5702400
258,2001-01-10,129.0,132.125,128.8125,132.125,138.03125,126.25,,,8746100
259,2001-01-11,131.09375,133.484375,131.09375,132.25,136.140625,126.25,,,7245100
260,2001-01-12,132.6875,133.71875,131.28125,132.0,135.0,126.25,,,7244000
261,2001-01-16,132.0,133.1875,131.515625,132.84375,135.0,126.25,,,8542200
262,2001-01-17,134.84375,135.046875,132.640625,133.453125,135.0,126.25,,,7851400
263,2001-01-18,133.4375,135.703125,132.9375,134.78125,135.0,126.25,,,8107000
264,2001-01-19,136.1875,136.1875,133.875,134.015625,135.0,126.25,,,7782500
265,2001-01-22,134.25,135.78125,133.5625,134.90625,135.0,127.125,,,7050900
266,2001-01-23,134.46875,136.65625,134.15625,135.96875,135.96875,128.8125,135.96875,,8463100
267,2001-01-24,136.25,137.3125,135.84375,136.375,136.375,128.8125,,,6199900
268,2001-01-25,136.25,137.25,135.65625,136.03125,136.375,128.8125,,,10818300
269,2001-01-26,135.15625,136.125,134.453125,135.875,136.375,128.8125,,,7136800
270,2001-01-29,135.5,136.899994,135.369995,136.600006,136.600006,128.8125,,,6705900
271,2001-01-30,136.300003,137.919998,135.789993,137.800003,137.800003,128.8125,,,7069100
272,2001-01-31,137.399994,138.699997,136.600006,137.020004,137.800003,129.1875,,,9706900
273,2001-02-01,137.100006,137.949997,136.25,137.929993,137.929993,129.1875,,,8239100
274,2001-02-02,137.399994,137.990005,134.75,134.800003,137.929993,129.1875,,,8276600
275,2001-02-05,134.800003,135.940002,134.75,135.789993,137.929993,129.84375,,,4352900
276,2001-02-06,135.300003,136.699997,135.220001,135.389999,137.929993,129.84375,,,7106700
277,2001-02-07,134.720001,135.399994,133.679993,134.690002,137.929993,132.0,,,5748700
278,2001-02-08,134.800003,135.399994,133.100006,133.119995,137.929993,132.0,,,5943300
279,2001-02-09,133.350006,133.350006,131.259995,131.839996,137.929993,131.839996,,131.839996,9913000
280,2001-02-12,131.699997,133.5,131.699997,133.350006,137.929993,131.839996,,,5804400
281,2001-02-13,133.699997,134.169998,132.0,132.259995,137.929993,131.839996,,,6587600
282,2001-02-14,132.649994,132.649994,130.660004,132.059998,137.929993,131.839996,,,8400100
283,2001-02-15,132.839996,133.520004,131.990005,133.339996,137.929993,131.839996,,,5929800
284,2001-02-16,131.0,131.289993,129.300003,130.399994,137.929993,130.399994,,,6434900
285,2001-02-20,131.039993,131.139999,128.100006,128.389999,137.929993,128.389999,,,5760000
286,2001-02-21,127.900002,128.839996,125.5,125.620003,137.929993,125.620003,,,10910800
287,2001-02-22,126.349998,126.540001,123.019997,125.809998,137.929993,125.620003,,,21281600
288,2001-02-23,125.080002,125.540001,121.800003,124.959999,137.929993,124.959999,,,20173000
289,2001-02-26,125.800003,127.620003,124.5,127.620003,137.929993,124.959999,,,11503700
290,2001-02-27,126.800003,127.839996,125.510002,126.440002,137.929993,124.959999,,,11415000
291,2001-02-28,126.75,126.839996,123.269997,123.949997,137.929993,123.949997,,,14825800
292,2001-03-01,124.050003,124.599998,121.75,124.599998,137.929993,123.949997,,,14672000
293,2001-03-02,122.5,125.650002,122.300003,123.610001,135.789993,123.610001,,,12564300
294,2001-03-05,124.150002,124.779999,123.809998,124.739998,135.789993,123.610001,,,5293200
295,2001-03-06,126.349998,127.75,125.489998,126.080002,135.389999,123.610001,,,6917000
296,2001-03-07,126.900002,127.040001,125.760002,126.980003,134.690002,123.610001,,,6371700
297,2001-03-08,126.599998,127.239998,126.139999,127.120003,133.350006,123.610001,,,6055000
298,2001-03-09,126.099998,126.099998,123.110001,123.360001,133.350006,123.360001,,,10020300
299,2001-03-12,122.339996,122.5,117.75,118.080002,133.350006,118.080002,,,13972900
300,2001-03-13,119.400002,120.440002,117.529999,120.019997,133.339996,118.080002,,,12888000
301,2001-03-14,117.050003,119.290001,115.75,117.650002,133.339996,117.650002,,,19883400
302,2001-03-15,118.449997,118.860001,117.360001,117.68,133.339996,117.650002,,,10370300
303,2001-03-16,117.129997,117.400002,114.809998,115.010002,130.399994,115.010002,,,58514600
304,2001-03-19,115.760002,117.690002,114.82,117.349998,128.389999,115.010002,,,10067800
305,2001-03-20,117.900002,118.459999,114.110001,114.199997,127.620003,114.199997,,,15083900
306,2001-03-21,114.18,115.260002,111.900002,112.260002,127.620003,112.260002,,,19004600
307,2001-03-22,112.019997,112.599998,108.040001,111.120003,127.620003,111.120003,,,28624800
308,2001-03-23,113.25,114.660004,111.5,114.480003,127.620003,111.120003,,,12861700
309,2001-03-26,115.699997,116.269997,114.769997,115.940002,127.120003,111.120003,,,9943800
310,2001-03-27,115.620003,118.650002,115.279999,118.309998,127.120003,111.120003,,,12880700
311,2001-03-28,116.900002,116.949997,114.900002,115.040001,127.120003,111.120003,,,10953300
312,2001-03-29,114.699997,116.5,112.139999,115.480003,127.120003,111.120003,,,12060300
313,2001-03-30,115.550003,116.690002,114.5,116.690002,127.120003,111.120003,,,9183600
314,2001-04-02,116.300003,117.379997,113.800003,114.199997,127.120003,111.120003,,,10561000
315,2001-04-03,113.980003,114.150002,110.059998,110.389999,127.120003,110.389999,,,12836000
316,2001-04-04,110.57,112.099998,109.300003,110.849998,127.120003,110.389999,,,14884300
317,2001-04-05,113.300003,115.489998,112.5,115.050003,123.360001,110.389999,,,21522800
318,2001-04-06,113.989998,114.400002,112.059998,113.300003,120.019997,110.389999,,,14937800
319,2001-04-09,114.0,114.989998,112.779999,114.559998,120.019997,110.389999,,,9034300
320,2001-04-10,115.449997,117.75,115.169998,116.650002,118.309998,110.389999,,,17873600
321,2001-04-11,118.779999,118.989998,116.139999,116.730003,118.309998,110.389999,,,12722300
322,2001-04-12,116.300003,118.940002,115.959999,118.849998,118.849998,110.389999,118.849998,,9233200
323,2001-04-16,118.290001,118.889999,116.910004,117.599998,118.849998,110.389999,,,7350000
324,2001-04-17,117.309998,119.660004,117.019997,119.260002,119.260002,110.389999,,,10924700
